,review_author,review_header,review_helpful,review_posted_date,review_rating,review_text,review_length
357,WiscoSkip,A travel basic MUST HAVE.,1,2017-01-23,5.0,"If you travel enough you've surely over packed coming or going at least once in your life. These days that can be an expensive mistake, sometimes to the tune of a $100. This is a great investment or gift for someone who travels often, and can save you a lot of headaches...and $'s. Store's easily and neatly, is super simple to use, and an absolute must have if traveling internationally as every carrier can be different.",422
358,Caroline,It said my suitcase was 53 pounds and when I ...,0,2017-01-23,5.0,It said my suitcase was 53 pounds and when I got to the airport the scale there also read 53 pounds!,100
359,Amazon Customer,Five Stars,0,2017-01-22,5.0,Worked well and it was nice to have both Pounds and Metric,58
360,Suzanne Radicchi,Travelers best friend,0,2017-01-22,4.0,Must have one of these. Compared with my other one (older but always accurate) this one shows luggage maybe 4 oz heavier but that is way better than a little off the other way,175
361,Amazon Customer,Five Stars,0,2017-01-21,5.0,as good as I expected,21
362,PInyu,Great!,0,2017-01-21,5.0,The scale is very precise. Great for people who are always worried about their overweight luggage!,98
363,Amazon Customer,Four Stars,0,2017-01-20,4.0,Thank you!,10
364,Amazon Customer,Battery issues,2,2017-01-20,2.0,"This is a great addition to bring with me when travelling ""heavy"" or planning to buy items to bring back home.
My only reservation is that the battery already says ""Low"" and I've only had it for a month.  Its one of those round specialty batteries which are costly and hard to find. I would look for a travel scale that uses an AA or AAA battery if buying again.",362
365,VaMommy,Great product,0,2017-01-19,5.0,Awesome!  Carried it with me on travels and saved us hassle of bag charges/ bag rearranging at airport.,103
366,Angeline S,Easy to use,0,2017-01-17,4.0,We bought this for our sons who travel often and they like it.  We even got ourselves one too.  Easier to weigh your luggage than stepping on a scale with it.,158
367,Petro,Worh to buy,0,2017-01-17,5.0,"Nice portable scale,  accuracy is great,  best for quick luggage weight check",77
368,Lili,"doesn't work, keeps changing the weight of the same suitcase",1,2017-01-17,1.0,"this is just not working.
i can weight my suitcase 3 times in a row and each time i'll loose half a pound.",106
369,Dionysios L.,"Good buy, accurate reading",0,2017-01-17,5.0,"Good buy , accurate reading , very satisfied.",45
370,Emily R Campe,Five Stars,0,2017-01-16,5.0,Works great and is small enough to travel with,46
371,Tech auto,spend an extra couple dollars and buy a better one this one will just cause frustration the day ...,10,2017-01-15,1.0,"Should have read reviews before purchasing. Literally worked less than a day. Frustrating as it's to late to purchase another scale. Worthless junk do not purchase, spend an extra couple dollars and buy a better one this one will just cause frustration the day before your flight.",280
372,Lindsey Baker,Quality for Great Price,0,2017-01-15,5.0,So simple but so perfect! Very affordable and perfect to take with you when you travel. Weighs in kg and lbs. Really good product,129
373,KB,Five Stars,0,2017-01-15,5.0,Works great very reliable,25
374,Meesh628,User-Friendly,0,2017-01-14,5.0,"I bought this digital scale when I needed to stick a bunch of presents in my suitcase and didn't want any surprises. It worked well from the moment I got it! It's very easy to use no matter the size of your suitcase.
The one thing I will say about it is occasionally after turning it off, it reverts back to kg instead of lbs. So I would just make sure to check the display units when you use it.
It folds up very small and is light weight enough to stick in your suitcase to take with you.",490
375,Amazon Customer,Five Stars,0,2017-01-13,5.0,It came in handy.. I strongly recommended,41
376,RLH,Works well,0,2017-01-12,5.0,Works spot on. Hope it lasts.,29
377,Scott S Cornwell,Good but I wish it used a different battery.,0,2017-01-12,4.0,"It is very compact but as an international traveler, trying to find one of the wafer batteries can be a challenge",113
378,David Dodge,Everything is great with it except that it keeps default to kg ...,0,2017-01-12,4.0,Everything is great with it except that it keeps default to kg measurements so you always have to remember to switch it to lbs.,127
379,tacoprincess,Luggage scale,0,2017-01-11,5.0,Love it! Works great small and handy !,38
380,carliar,An excellent,0,2017-01-11,5.0,An excellent product,20
381,Agus B,Five Stars,0,2017-01-11,5.0,Nice product,12
382,RJD,Two Stars,1,2017-01-10,2.0,Came with a dead battery! Was going to return but needed it for trip,68
383,Hec,Five Stars,0,2017-01-09,5.0,"Great addition to my travel bag, it works perfect and it's easy to work with.",77
384,Raul Amador,Great portable scale.,0,2017-01-09,5.0,Great portable scale for luggage. Saved us from baggage fees. A must for travel.,80
385,Paula Aiello,Five Stars,0,2017-01-08,5.0,Useful as a postage scale as well,33
386,Alise C,I cannot get a consistent weight no matter that I ...,5,2017-01-08,1.0,I cannot get a consistent weight no matter that I do or how many times I weigh my luggage. Not impressed.,105
387,Richard,Weighing made easy,0,2017-01-07,5.0,Weighing made easy. All the difficult items are now weighed.,60
388,Niece,Love it. Luggage will never be over weight again,0,2017-01-06,5.0,Sooooooo accurate.  Love it.  Luggage will never be over weight again.  Yeah!!,78
389,Amazon Customer,"the only reason why i am giving 4 stars, ...",0,2017-01-06,4.0,"the only reason why i am giving 4 stars, it's the battery, i used it 4 or 5 times, and the battery became low",109
390,Kike Caralps,Five Stars,0,2017-01-06,5.0,"Works great, help us a lot",26
391,Amazon Customer,Easy to use,0,2017-01-04,4.0,Pretty accurate digital luggage scale. The only thing I dislike this product is that there is no LED light display.,115
392,Amazon Customer,Five Stars,0,2017-01-04,5.0,Just what I expected. Works perfectly,37
393,Terrie D.,Five Stars,0,2017-01-04,5.0,It works well,13
394,Benjamin Chung,Very handy on our trip across the US. Low-cost enough that I don't need to borrow my brother-in-law's,0,2017-01-03,5.0,"hasn't failed so far! will let you know when it does. handles weight accurately. has a nice hook design and will lock in the weight if you keep your item steady for about 4 seconds.
Even holding 50 lbs, which i thought might break the scale or at least flex the handle, it was fine.",282
395,chrystelle,One Star,3,2017-01-03,1.0,"used it, get at the airport only to be totally off on my weight ;-(",67
396,GK Javier,Five Stars,0,2017-01-02,5.0,nice,4
397,~Shank,Five Stars,0,2017-01-02,5.0,Works great.,12
398,T. Winter,Easy Scale,0,2017-01-02,5.0,Easy to use. Small enough to take a long to weigh luggage for return trip.,74
399,abqtony,Taw,0,2017-01-02,5.0,No longer worry about luggage excess weight when flying!,56
400,Edoardo Padovani,Five Stars,0,2016-12-30,5.0,Perfect,7
401,Janell A.,Four Stars,0,2016-12-29,4.0,Works great! Easy to use and is accurate.,41
402,M. De Moreira,Five Stars,0,2016-12-29,5.0,grat help,9
403,AMJ,i found this super useful. since it is small,0,2016-12-28,5.0,"as an avid traveler, i found this super useful.  since it is small, it packs easily into my luggage and is very easy to use.",124
404,Ldympr,A must-have,0,2016-12-28,5.0,Bought this for my world traveling kids. This is a must for anybody traveling it's very lightweight and can be stored easily in your bag. I work in a hotel and cannot tell you how many people need to weigh their bags especially with the new regulations. Like I said this is a must-have item if you are a traveler I am going to buy a few more for the hotel that I work at the price is reasonable and is very easy to use,418
405,DeeWNY,Not accurate for us,59,2016-12-28,1.0,"This is not accurate.  We tested it against items with a stated weight and compared with another luggage scale that is accurate.  This scale is off by 2-3 pounds for a 20 lb load, gets worse the heavier the load is.  Amazon is refunding me, but you may want to reconsider this purchase.  I see most people give it 5 stars, but it sure isn't accurate for us.",357
406,Amazon Customer,One Star,2,2016-12-28,1.0,Doesn't always work,19
407,G. Webb,"Excellent, A Must Have Item",0,2016-12-27,5.0,"This is a must have for travelers.  Never have a suitcase overweight again when you can weigh it easily yourself.  However, you need to be strong enough to lift the bag so that's something to consider.",201
408,Judith A. Zavala,Great scale!,0,2016-12-26,5.0,I really like this scale.  I used it myself because I was worried about the weight of my luggage and am giving them away to some customers as gifts.,148
409,D. Roberts,Highly recommended to help with some of the stress of flying...,0,2016-12-22,5.0,This beats being a pound over checking bags. I takes one more hassle out of flying.,83
410,Brianna R. Lopez,Five Stars,0,2016-12-21,5.0,Just like in picture and works perfect!,39
411,Amazonian,Five Stars,0,2016-12-20,5.0,Very reasonable and just what I needed for the few times I travel.,66
412,Adem Huseinovic,Life saver. Used this last summer when my wife ...,0,2016-12-19,5.0,"Life saver.  Used this last summer when my wife and I went to Saudi Arabia.  We were able to pack our luggage right to the full weight. Some other friends even asked to use it because their scales weren't working. I could see how it would be a problem for a smaller person or a woman because if your luggage is heavy, you'll need to pick it up using that small scale handle.",374
413,Amazon Customer,Five Stars,0,2016-12-18,5.0,Fully satisfied with the product and service,44
414,Sarah Smith,Awesome but slightly inaccurate,0,2016-12-18,4.0,Awesome device! Works easily and small enough to carry on trips. Only gave 4 stars because I tested it on a dumbbell and was 0.3 lbs off. Not a big deal but sad it wasn't 100% accurate.,185
415,Clarence Chapman Jr,Perfect purchase!,0,2016-12-16,5.0,Just what I needed. Simple. Accurate. Easy to use.,50
416,FlyfishMontana,Nice product,0,2016-12-15,5.0,Easy to read and just what the doctor ordered to avoid over weight baggage charges.,83
417,C. Fisher,"The first time I used it, it worked, ...",17,2016-12-15,1.0,"The first time I used it, it worked, and when I tried to turn it off, it wouldn't turn off! I had to take the battery out to turn it off. While I was on my trip and headed home, I brought it out to check my luggage and this time it would not work at all. The display was blinking on and off and it would not weigh my luggage. Do not buy this product!",350
418,HK7,Five Stars,0,2016-12-14,5.0,Great!,6
419,Hooshang Azimi,Five Stars,0,2016-12-14,5.0,Works great,11
420,Christopher,Good Product,0,2016-12-13,5.0,Product is perfect for travel - functions as expected and sufficiently for the price,84
421,J. Day,Works well.,0,2016-12-11,5.0,Nice to have for travel rather than moving clothing and stuff around in your suitcases at the airport to make the weight.,121
422,Adam,Order Extra Batteries,2,2016-12-10,3.0,"The scale itself works as described. However, it would be nice if they included a battery that lasted for more than approximately 2-3 minutes of weighing items. I'm overseas where these batteries aren't easily found, and now my scale is useless.",245
423,SK,Five Stars,0,2016-12-10,5.0,great,5
424,Yesenia Orta ,Would buy again,0,2016-12-10,5.0,It's inexpensive and it works great.  It is accurate and would definitely recommend this product. I've used it on 6 different occasions and have not had to pay overages.,169
425,L. Murray,Good Product,0,2016-12-10,5.0,Works well. No problems.,24
426,Elizabeth Asaro,Easy to use and very accurate,0,2016-12-10,5.0,Perfect not only for weighing your luggage but any other package that has weight limits.,88
427,Liz,Pretty good,0,2016-12-08,4.0,It seems to match with the airport scales.  It is a little hard to hold the suitcase up with this.,98
428,P. Carpenter,much easier than putting luggage on a bathroom scale - ...,0,2016-12-08,4.0,much easier than putting luggage on a bathroom scale - and you can pack it to use for the return trip,101
429,Ximena Recalde,IT DOESN'T WORK WAS DAMAGED A LOSS OF,2,2016-12-08,1.0,"IT DOESN'T WORK
WAS DAMAGED
A LOSS OF MONEY",43
430,Douglas Blanco,Spend your money in another luggage,1,2016-12-06,1.0,"I couldn't see the screen, it never works even when I change the batteries. I don't recommend this product.",107
431,Gabriela,Five Stars,0,2016-12-05,5.0,very accurate,13
432,Di Cesare Gabriel,Four Stars,0,2016-12-05,4.0,Muy bueno,9
433,Sharma Family,... to measure at least 3 times to get the best estimate of the weight,0,2016-12-04,4.0,For some reason I have to measure at least 3 times to get the best estimate of the weight.,90
434,Theresa Vaughan,Extremely useful when I travel,0,2016-12-02,5.0,"This device has saved me from paying heavy baggage fees on several occasional. It has travelled with me to several different countries. It is sturdy and works well and is, as far as I have been able to check using the scales at the airport, accurate. If you are weighing something really heavy and bulky, it can be a little difficult to get a steady reading, but you at least know the weight within a pound or two. I will never travel without one again! Excellent product.",472
435,LLC,Works perfectly!,0,2016-12-01,5.0,This scale worked perfectly for weighing bags for air travel. It was spot on!,77
436,Ahmed M.,Average rated,0,2016-12-01,5.0,Good. I wanted a bix or cover to keep it in!!,45
437,chijen hong,Good with a tiny glitch.,0,2016-12-01,4.0,"Works well.  Button get stuck sometime, but just need a little tap. The button will get back to normal position.",112
438,Tracy Mills,Easy to,0,2016-11-30,5.0,Works.  Easy to use,19
439,spencer brown,Know what you're working with before you hit the skies.,0,2016-11-30,5.0,"It's better to weigh your luggage and know what you're working with, rather than pay the high costs of checking in your baggage on certain airlines. This scale gets the job done.",178
440,Zahid Rashid,Battery life is disappointing and cheap construction,29,2016-11-29,3.0,"The product worked fine. One big complaint and a warning to prospective buyers. I got a brand new scale 2 days before my trip. My trip was 2 weeks long and I would have measured a total of 15 - 20 times (generorously) before the battery ran out. In did not expect the scale to either use that much power or not have enough charge coming straight from the manufacturer. If you buy this do keep a spare set of battery. The battery in the unit does not have sufficient charge.
Another feedback for manufacturer. It is a bit flimsy due to its construction material - cheap plastic. You would feel nervousness in your hand when holding a heavy bag through this scale.",662
441,Varman,A real good product. i was not expecting much from it ...,0,2016-11-28,5.0,A real good product. i was not expecting much from it because of the size but it works perfect.,95
442,peter meyers,Works quite well,0,2016-11-28,4.0,"This product works quite well but it is just a bit awkward attaching the strap, a hook might have been better (although admittedly a hook wouldn't e as versatile).  This is essential if you are the type of traveler (like me) who frequently loads their bag right up to the maximum allowable weight.",297
443,Komal Mehreen,"Love, love",0,2016-11-27,5.0,"Love , love . ...easy to carry",30
444,Amazon Customer,Five Stars,0,2016-11-27,5.0,Works great!,12
445,Caitlin,This is great for travelers,0,2016-11-26,5.0,"This is great for travelers! I like that it's small and light so it's easily packable, and it gives me accurate readings so I can be sure to keep under the weight limits at airports when traveling!",197
446,Amol,Two Stars,1,2016-11-25,2.0,Sometimes have to restart multiple times to get right reading.,62
447,Raquel Martin,No lock-in feature!,6,2016-11-23,2.0,"I  should have know there was a reason this scale was much cheaper than similar ones:  it does not have a lock-in feature that saves the weight after you set the luggage down.  You must hold the luggage off the ground and read the weight, which is difficult to do when you're at or above the maximum 50-pound limit.  Will have to buy a new one as this is useless for heavy luggage.  I am 69 and have arthritis and just cannot support the weight long enough to read the scale.  Might be okay for younger, stronger people.",520
448,J. Underwood,Great basic scale at a good price,0,2016-11-23,5.0,This thing does what it's supposed to. Very accurate when comparing to airline scales less than 0.2kg variance. good price and it does not fall apart.,150
449,P Gillespie,"Basic, easy to use value scale",0,2016-11-22,5.0,"Simple to use, was dead on the airport scale. If your fly, a scale will save you a lot of hassle. I can't imagine needing anything this basic scale doesn't offer.",162
450,Christian N.,Five Stars,0,2016-11-21,5.0,Great product!,14
451,Amazon Customer,One Star,4,2016-11-20,1.0,Weight is not accurate!,23
452,Peace 4 You,Accurate,0,2016-11-20,5.0,I have been really pleased with this product although it is a little difficult for me to hold with the bag attached as I have problems with my hands.  I have checked it twice against the airport check in scales and it has been very accurate.,241
453,Amazon Customer,Awesome tool for a traveler!,0,2016-11-20,5.0,Great luggage scale and accurate weight! Went away recently and it was great to know that my luggage was not overweight and the scale was correct in lbs when i got to the airport. Awesome buy!,192
454,vesta1234,Good buy.,0,2016-11-19,5.0,Exactly what I needed for an extensive trip to North America. Light and easy to use. Accurate too! Good price.,110
455,Chris L.,Great luggage scale for traveling,0,2016-11-18,5.0,I got this scale for a quick trip I was taking and it's worked great. I found it very accurate and very easy to use. The only drawback has been that it defaulted to metric instead of pounds. This was easy to resolve and not a real problem just something to be aware of. I would definitely recommend using this scale for anybody that travels.,341
456,Charlie New,I Love to Travel,2,2016-11-18,5.0,"I took this on a trip overseas where I was limited to 20 kg of luggage weight on the planes traveling between countries (local carriers).  The long leg from the U.S. to Asia was not a problem, but I had to pack for all my intermediate trips.  It was extremely accurate.  It was well within a few % of the official airline scales.  It saved me money by not going over the weight limit and also allowed me to get items to bring back.  Luggage weight is deceiving!  I, along with my travel buddies, thought we had much more weight to our packed bags than we really did.  It allowed me to bring all that I needed without fear of being overweight and charged extra.  Well worth it!",676
457,abdul,i got stoped watch times i used it in the ...,4,2016-11-17,1.0,i got stoped watch times i used it in the airport duo to the overload even though i checked it couple times. it reads less that the actual wight.,145
458,Rhiannon & Clinton,Great Buy,0,2016-11-16,5.0,"Accurate, compact and easy to use. A great buy.",47
459,Amazon Customer,Five Stars,0,2016-11-16,5.0,good product,12
460,StephanieC,which is great to throw in a bag,0,2016-11-15,5.0,"This scale is small, which is great to throw in a bag, and very accurate.  It was exactly the same as the airport scale.",120
461,BC,Four Stars,0,2016-11-15,4.0,paid for itself on the first trip,33
462,Jim,Five Stars,0,2016-11-14,5.0,Works great.,12
463,Wayfarer,Great item,0,2016-11-14,5.0,Spot on,7
464,Scooby,I recommend,0,2016-11-13,4.0,Good buy.  It was accurate.  Used it about 3 weeks before I travelled and airlines don't play around when it comes to luggage weight.,133
465,sheckydog,Save on excess baggage fees!,0,2016-11-13,4.0,Works great - fairly accurate- More then paid for itself with saved fees for overweight bags,92
466,Sunil W.,Would recommended anyone looking for a simple to use,0,2016-11-13,5.0,"Shows as accurate as it gets. Brought it for a quick trip aborad. With new rules of airlines offering only one check in bags, it was important to have an accurate scale which goes exact to 23lbs. Was able to fill each bag to 22.9 lbs and it weighed same on airport counter also. Would recommended anyone looking for a simple to use scale",337
467,R.V.,Deceptive website info.,13,2016-11-12,1.0,"The measurements for this product are WAY off. They are listed as:
5.1 x 1.5 x 0.1 inches
The last measurement is nowhere close to .1 inches. Thanks to the protruding metal part, the last measurement is close to 2.25 inches. This item takes much more space than you think.",272
468,Beachrio,Five Stars,0,2016-11-12,5.0,Good!,5
469,Kathleen Chance,good product,0,2016-11-12,5.0,really helped me make sure my luggage was under weight,54
470,buddy,Five Stars,0,2016-11-11,5.0,Great little scale.,19
471,Shammy Zhen Fung,Easy to use and great for weighting other items too,0,2016-11-09,5.0,"Bought this in September 2016, two weeks before my mini vacation. Without this I won't know if I overtaxed or how much it weight.  Even with the lightest items inside the luggage felt so heavy. Small products but exactly want I need. Easy to use and great for weighting other items too. So much in love with it. Thanks for a great price.",337
472,Amazon Customer,Not accurate at all,3,2016-11-09,1.0,"I followed the instructions and even played with the item a bit. However, it wouldn't give me anywhere near the right weight of my luggage. Terrible purchase would not recommend",177
473,Eduardo Reategui,Hard to weigh humans,0,2016-11-07,5.0,"I tried weighing myself with this scale, but it was very difficult. First I tried hooking the strap to my ankles, but I fell from the second floor as it became dislodged. Next I tried strapping it to my wrists, but it was very hard to strap it with one arm, but I succeeded. I also found that it is better to weigh luggage while they are empty. since they weigh less and I don't have to pull so hard. If your luggage weighs more that 100 pounds you may want to go to your local Gym and ask a weightlifter to help you (just saying), otherwise be prepared to have sciatica for about a month.",589
474,LJ,"Amazon basics have not let me down yet, squeezed ...",0,2016-11-07,5.0,"Amazon basics have not let me down yet, squeezed the most out of the 50lb checked baggage limit with this.",106
475,E. Rodriguez,You have no clue how useful this is when you need it,0,2016-11-05,5.0,You have no clue how useful this is when you need it. It can save you those headaches in weight overages at the airport. A must buy. So easy and simple to use.,159
476,Rajani,Excellent high quality product,0,2016-11-05,4.0,"Excellent high quality product, very accurate.
Con
No back lighting for the display",83
477,Amy H,Don't waste your  $,2,2016-11-05,1.0,"I bought this for a trip to thailand & the battery didn't even last until I left. I never even used it for the intended purpose. It did work just fine right when I got it, but a replacement battery will probably cost more than I paid for this to begin with.",257
478,Drew,Five Stars,0,2016-11-03,5.0,this has saved me so much headache from getting turned around at Check-In.,74
479,Amazon Customer,awesome,0,2016-11-02,5.0,awesome,7
480,Miguel B.,Five Stars,0,2016-11-01,5.0,so happy I will never have to worry about my luggage being heavier than I thought! works as expected.i,102
481,Mallory,Five Stars,0,2016-11-01,5.0,It's perfect,12
482,JAGADEESH M DIXIT,One Star,3,2016-10-30,1.0,Terrible! I just used twice & it broke. Do not recommend it to anyone!,70
483,Flight simmer,Five Stars,0,2016-10-30,5.0,Performs as advertised!,23
484,LDOLeary3,Five Stars,0,2016-10-30,5.0,Does the job!,13
485,serkan,Worth it,0,2016-10-28,5.0,Very usable product. It's very right on measurement. I really liked it. It's very easy to use .I definitely recommend it.,121
486,Bob,Scale,0,2016-10-27,5.0,Works great. extremely accurate,31
487,D Garcia,Great,0,2016-10-25,5.0,Works perfectly!,16
488,Lynn Richard,Five Stars,0,2016-10-23,5.0,"Small, compact and works as advertised.  Just what we needed.",61
489,Brandi,Worth it,0,2016-10-22,5.0,So helpful for heavy packers!,29
490,crystal brown,Works great and saved our butt while we were overseas from ...,0,2016-10-22,5.0,Works great and saved our butt while we were overseas from paying extra money for over weight luggage. Simple to use and I was surprised how much weight it would hold.,167
491,Skipro56,works great! we don't travel a lot,0,2016-10-21,5.0,"works great!  we don't travel a lot, but when we do, we buy a lot of gifts and always end up over our weight limit.  This has helped us take a few things in our carry on instead to avoid the extra baggage charges.",213
492,Marcelo C. Sanglard,Love it,0,2016-10-20,5.0,Excellent scale and very practical and small.,45
493,Eryka falcon,Easy to use,1,2016-10-19,4.0,"I gave it 4 stars because so far it seems right. Seems easy enough to use. Pull it out of the package, pull the plastic out of the battery area and begin use. I threw some things in a suitcase and tried it out. I just havent used it against airline luggage scale for accuracy and if it is too the tee I will come back and leave 5 stars.",336
494,Faisal,good for carrying,0,2016-10-18,5.0,amazon basics is the only thing i saw when i got this.. does what it says... good for carrying around,101
495,Rasalghoul,Far superior to the previous luggage scales we've had.,0,2016-10-18,5.0,Top marks! Works far better than one bought at a local super center. I love the strap vs the hook on the old one. The strap allows you to loop around any type of pick up point and weigh very accurately.,202
496,Garypetrol,Money well spent to avoid over weight charges,0,2016-10-17,5.0,As described and takes guesswork out of weighing your luggage.. Money well spent to avoid overage charges..,107
497,chanik1950,Four Stars,0,2016-10-16,4.0,lightweight and it takes out the worry for overweight baggage fees since i tend to overpaxk,91
498,Carolus Magnus,I would buy another.,0,2016-10-14,5.0,"Great price, accurate as it reads the same weight on multiple uses. I took it to with me on my trip to Europe and it saved me a few bucks by helping me arrange the items on my luggage to make sure that I did not go over the limit. Will keep using and will recommend to others.",276
499,JStewart82,No more guesswork,0,2016-10-14,5.0,A lifesaver - takes the guess work out of it.  Really embarrassing having to remove stuff at the airport.,105
500,KWS,I like it but it quit working in less than 30 ...,2,2016-10-10,3.0,I like it but it quit working in less than 30 days. Probably the battery but a person would think a battery should last much longer than that.,142
501,Salon Adelle,Works perfect,0,2016-10-09,5.0,Absolutely works perfect for weight for luggage and doesn't take up weight so you can carry it with you for the travel back to ensure weight . Highly recommend,159
502,Todd Hoskin,"Excellent tool, especially if you buy a lot on trips.",0,2016-10-09,5.0,Works great.  Use it on every trip.,35
503,Marc,Five Stars,0,2016-10-08,5.0,Works great and good price,26
504,Mandy,Five Stars,0,2016-10-08,5.0,MADE MY TRIP!!! Will never travel without it!,45
505,Kathleen M. Jones,Great little scale.,0,2016-10-06,5.0,Great travel tool. I did not have to guess the weight of my luggage.,68
506,Tricia A Nickson,Glad I bought this,0,2016-10-05,4.0,"Glad I bought this, I tend to pack super heavy luggage and this scale kept me from being charged an overage.  It isn't the easiest to use for lifting up the luggage when full, but it does work",192
507,Amazon Customer,AMAZINGLY ACCURATE!!!!!!!!,2,2016-10-04,5.0,I just bought this for a trip and it worked AMAZINGLY!!!!!! I was very nervous after weighing my bags and seeing that they were 49 lbs according to this scale. I got to the airport and held my breath while my bags were weighed on the big scale...49.5 lbs each!!!!!! I could not believe how accurate this scale was! I am EXTREMELY happy with this product and highly recommend it to anyone who travels frequently.,411
508,Tallorder,Great purchase!,0,2016-10-04,5.0,"Perfect size and easy to use, weight is also accurate.",54
509,Bharath Vijayakumar,5 pounds difference.. had to pay extra baggage ...,1,2016-10-04,2.0,5 pounds difference..had to pay extra baggage fee because of wrong scale..,74
510,Jim,Four Stars,0,2016-10-03,4.0,"A little tricky to read and hold, but it was very accurate.",59
511,john j warfel,Four Stars,0,2016-10-02,4.0,worked very well no worries at the airport that my luggage would be over weight.,80
512,Betty Anne,Very accurate!! Loved the convenience of checking the weight of my bag prior to travel.,0,2016-10-02,5.0,Very accurate!!,15
513,Nathaniel D.,Batteries die super fast!,1,2016-09-30,3.0,"Scale works as described.  There is no power on/off button.  My battery died with little notice after only 2 trips.  You get a ""Lo"" message stating the battery is low.  But the scale does not accurately measure the weight of the bags when the ""Lo"" signal is showing.  I took the battery out and put it back in, but each time I tried to use it, I got the ""Lo"" signal before an accurate reading was made.
If you buy it, order a few extra batteries to bring with you on your travels.
Today scales are pretty important with all the budget airlines and different weight limits for each carrier, but a scale with a dead battery is useless!",633
514,karen,Worth the $$$,0,2016-09-28,5.0,Perfect. Scale works accurate,29
515,Amazon Customer,One Star,5,2016-09-28,1.0,I only used it 1 time and after that it didn't work. Plus the numbers were off.,79
516,Portpal,Excellent Product!,0,2016-09-27,5.0,"Great product.  Cheap, lightweight, functional.  I liked it so much, I bought 3 to mail to arriving guests!",107
517,Amazon Customer,Five Stars,0,2016-09-25,5.0,Love it!,8
518,ND,Five Stars,0,2016-09-25,5.0,"Useful, lightweight, accurate therefore five star rating.",57
519,AmazonCustomer,"Works great, and light enough to take with me",0,2016-09-25,5.0,"I needed something to help me make sure I'm within weight limits for travel outside the US. Works great, and light enough to take with me.",138
520,angel1,Lifesaver!,0,2016-09-24,5.0,"Hey everybody! Hope your doing well.  This digital luggage scale works great!  It saved me a lot of money for my travel.  It’s also small so you can keep it in your luggage.  Also, this seller got this product to me within days and it worked perfectly.  I recommend this product and this seller. Thank you!",306
521,Amazon Customer,Five Stars,0,2016-09-23,5.0,solid build,11
522,Amazon Customer,Works well,0,2016-09-21,5.0,Was within a pound of the airport scale on all 6 pieces of luggage,66
523,agustin lopez,Five Stars,0,2016-09-20,5.0,MUY BUENO,9
524,Clayton W. Snell,Can't beat the price!,0,2016-09-20,5.0,Does exactly what I want and can't beat the price anywhere,58
525,Joy,Five Stars,0,2016-09-20,5.0,Have tried this out and it works well.,38
526,Barry Caudill,Priced right and really helpful,0,2016-09-19,5.0,I bought two of these at the same time. One for my son who was going off to college and one to keep at home. They seem very accurate and they are easy to pack and use.,167
527,z.,Used this guy to get my suitcases as close to ...,0,2016-09-19,5.0,Used this guy to get my suitcases as close to the weight limit as possible for flying.  Worked.  No extra fees for me or last minute upacking or repacking. Ha!  Stickin' it to the man one AmazonBasics Digital Luggage Scale at a time.,233
528,Gregory Ventura,Five Stars,0,2016-09-18,5.0,Great and accurate weight reader. Makes life easier than before.,64
529,Vezza,Five Stars,0,2016-09-18,5.0,Seems to work well. I wouldn't know how accurate it is.,55
530,C. Howell,Does what you think!,0,2016-09-18,5.0,"I bought this to weigh fish  when I catch them and it didn't do that very well so I use it to weigh luggage.  It weighs a variety of luggage extremely well.
I'm just kidding I didn't really buy it to weigh fish",210
531,lee,Five Stars,0,2016-09-18,5.0,Easy to use and good design,27
532,Amazon Customer,but it is the size indicated and easy to operate,0,2016-09-18,5.0,"Works well at home.  I have not traveled with it yet, but it is the size indicated and easy to operate.",103
533,MKY,"Light weight scale. Does job well, but unlike ...",1,2016-09-18,4.0,"Light weight scale.  Does job well, but unlike other brand it doesnt make sound upon reading a scale, so eyes must be on the scale which can be quite challenging when lifting heavy luggage",188
534,Charles B. Council Jr.,A good value.,0,2016-09-17,5.0,Good price. Does the job.,25
535,Ski boy,My travel companion.,0,2016-09-17,5.0,This is really handy to have. Especially when you constantly push the limit. Always with me on vacations. I generally come back with more than I leave with...,158
536,sathya Narayana Bhat,I think it is not suitable for big leagues. ...,1,2016-09-17,3.0,I think it is not suitable for big leagues...since it was more weight the same language when I check in airport's.,114
537,Roberpav,Great luggage scale,0,2016-09-16,5.0,Nice scale.  Works fine.  Bought 3 and all three give same results on the test suitcase,87
538,Jill S,No more shuffling things around last minute at bag check!,0,2016-09-15,5.0,"Works perfectly! You can easily weigh your luggage instead of waiting until the last minute cringing at the curbside check in!
This is so easy to use and 100% accurate. If you travel frequently or at all really and tend to always be down to the last pound then this is just what you would need!",294
539,Samsoum,Five Stars,0,2016-09-15,5.0,Great ...exact weight as in the airport....,43
540,Jim R Odom Jr,Have used it several times and it is always within ...,0,2016-09-14,5.0,Have used it several times and it is always within a 1/2 pound of what the airline scales register!,99
541,C Szymanski,One Star,4,2016-09-14,1.0,"Bought this because of the strong reviews.  However, it quit and refused to work again after one use.",101
542,JESSWAN ZANIEL BIN HARDI,Four Stars,0,2016-09-13,4.0,Love it. Battery was weak when connected. Must be in storage for a long time.,77
543,Amazon Customer,as good as expected,0,2016-09-13,5.0,"it looks exactly as you can see on the pictures. i especially liked the function that you can switch from kg to lb. it was very useful during my trip through the US, it wasn't heavy nor big so this small device didn't bother me at all when i didn't need it.",257
