,review_author,review_header,review_helpful,review_posted_date,review_rating,review_text,review_length
247,Fred,Multi use soundbar,97,2016-07-18,5.0,"I bought this soundbar during amazon prime day and got a great deal.
I had 3 major criterias for a soundbar:
1) better than my 65"" TV speakers. Checked
2) Bluetooth and optical input (only options for my TV). Checked
3) I did not want something overwhelming loud like a commercial theater. The size and loudness had to be civilized. Checked
Bonus: It can also be used as a stand alone sound system to listen to music wirelessly (bluetooth) from a phone or tablet.",463
248,Heather,Five Stars,1,2016-07-17,5.0,Great sound!,12
249,Amazon Customer,Five Stars,0,2016-07-17,5.0,Very impressed works great.,27
250,Subbu,Good for small apartment,2,2016-07-16,4.0,Set up is very easy..  Speaker learns your tv remote control.  HT controller app is available with more features..  Good for a small room..  Cannot expect more for the one hundred dollars paid for this on primeday,213
251,NikkiBast,Two Stars,1,2016-07-16,2.0,"The product is described as containing a subwoofer, but it clearly doesn't have one.  Music is very tinny",105
252,Leasea,Such an excellent product. Produces great sound for movies,2,2016-07-15,5.0,"Got this on prime day. Such an excellent product. Produces great sound for movies, music, and games. A necessary upgrade for my LG TV.",134
253,Eric Peterson,A great complement for my new 4K TV,3,2016-07-15,5.0,"Extremely easy to setup.  Connecting the optical cable is trivial, but I was concerned about the difficult of getting the system working seamlessly with a single remote.
My TV (2016 LG 4K) allowed me to easily send audio through the sound bar only, and the Yamaha manual made it very easy to set the power, mute and volume buttons so that it turns on when my TV is turned on and turns off when my TV is turned off.
Bluetooth is also easy to set up, and while I'll likely never use it, Yamaha's HG Controller app in the iPhone app store allows me to control sound bar from my phone with that app.
The speakers sound great out of the box, and while the sound bar offer the ability to tweak the bass levels, I see no reason to.  At the volumes my family watches TV and listens to music at, I see no reason to use an external subwoofer, although that option exists.
I'm no audiophile, and I did buy this, refurbished, as a Prime Day deal, but while the box looks very worn, everything inside the box looks new and works great.",1022
254,Coastal,Very Happy,26,2016-07-15,5.0,"Bought in a whim during Amazon Prime Day, overall very happy with system.  Bought to go with lower end Sharp TV (a model only at big Yellow and Blue electronics box store).  What an improvement over the terrible TV speakers.  Sound is deep, voice clear function really cleans up hard to hear voices (and vocals on music too).
Music stand alone on Bluetooth from my iPhone from PandoraOne sound fantastic.
Over all very happy.  I am using this with a bedroom TV set up, not in a large living room or family room.  I am picky about sound.  This obviously is not a $3500 plus speaker system, which I can fully appreciate and hear the difference of high end quality speakers but they are simply out of budget, but this is a very pleasing affordable answer and I am not disappointed in anyway with my purchase, granted it was at a very good price.",842
255,Just me,Very disappointing,3,2016-07-15,1.0,I purchased on prime day and wish I would have done the research. This sound bar no better than my TV speakers. I regret my impulse buy!!! I have a Visio sound bar in my basement and wish I would have stayed with what I already knew. Yamaha use to be a great brand not sure what happened with this model. Maybe it's a starter sound bar and got caught up in the price. I would not buy this product again!!  The sad I wanted to give no stars but system would not let me submit so by default I give one star,504
256,F. Mok,Love it,9,2016-07-14,5.0,"I bought this on prime day and I am so happy with it! Set up was easy including pairing it with my directv remote.  It takes up some much less space as my 5.1 surround sound system did and sounds even better.  The clear voice feature actually works. I live in an apartment and can't pump up the volume.  Do not get discouraged by the word ""refurbished"".  This machines new looks absolutely new.  For the steep discount it's worth it.",433
